id,text,sentiment
23,When your anxiety makes you constantly feel nauseous. It's been almost a week. Ugh. 🤢,-1
24,How food can improve your mental health - BBC News https://t.co/m2pEnai7yf https://t.co/BaMJtKNlJi,1
25,"RT @roinnslainte: ""The NFMHS project has been a priority for me as Minister and I’m delighted to see it progress this far"" -… ",1
26,i gotta beat this depression. beat it in the face.,-1
27,Depression cure? Taking THIS every day could help symptoms https://t.co/WXAiakGChA,1
28,"RT @ABC: First lady Melania Trump calls Kathy Griffin's photo ""very disturbing""; ""makes you wonder about the mental health o… ",1
29,RT @RevoltTV: Prayers up �? @AugustAlsina got real about his battle with depression &amp; liver disease #PositiveVibesONLY #watchREVOLT https://…,1
30,RT @scottsantens: Annual incomes and employment rates don't show the massive amount of variance in our monthly earnings. A… ,0
31,Depression Era Dishes: 9 Budget Recipes That Are Still Good Enough To Eat Today https://t.co/2mFIw1422T,-1
32,RT @mistercakerz: DID THE #sleeppositionmeme by @time2slime !! IT ME SLEEPING AWAY MY ANXIETY- I MEAN SLEEPING FROM A HARD DAY OF WOR… ,-1
33,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,-1
34,RT @TaylereGang: Lmao: Laughing My Anxiety Off.,-1
35,RT @khiefceefs: your wcw sleeps a lot but gets things done. she's emotional and greedy but cares about your well being and mental health. i…,1
36,Depression + anxiety x madness = artist &amp; contemporary art  @ https://t.co/3Urxf21J9b  - London @nytimes @WSJ… https://t.co/PBAHtyCjOW,-1
37,RT @lifeaseva: Can we all stop treating anxiety like it's a choice and something cool to have thank you,1
38,"RT @3amfeels: My neck, my back, my anxiety attack",-1
39,"""Come and watch the skinny kid with a steadily declining mental health, and laugh as he attempts to give you what he cannot give himself""",-1
40,RT @lifeaseva: RESPECT AND ACKNOWLEDGE PEOPLE WITH MENTAL HEALTH PROBLEMS IT IS A REAL THING AND NOT SOMETHING ANYONE CHOOSES TO LIVE WITH,1
41,RT @LateefAce: Your MCM has been bullying people on the TL for years then drops a blog post about depression.,-1
42,"RT @Kon__K: Men, seeking help for depression, anxiety or any mental health issue is an act of self - love that you deserve. Don't suffer in…",1
43,"I mean, I've seen people celebrating a scene where Wiccan says how he was so corageous for having anxiety (from New Avengers I think?)",-1
44,How Childhood Trauma Can Affect Mental and Physical Health Into Adulthood https://t.co/9AMTzLiAJS,-1
45,RT @Fareisofficial: How do I uninstall anxiety from my life?,-1
46,RT @TaliaMarMusic: I'm literally anxiety level 10 today 😫 so frustrating not being able to shut it off,-1
47,"Goldman Sachs has engineered every major market manipulation since the Great Depression,they're about to do it again https://t.co/SSMSNJo24I",-1
48,RT @fatimaxkhan: Imagine a life without anxiety and stress... wowowow,-1
49,RT @31ltolox: @girlhermes @philipseidl @Lilylitebug @HackedOffHugh Don't be silly. I served my daughter up a steaming plate of my… ,-1
50,RT @Vallllentine: friendly reminder that you have no obligation to any family members or friends that are toxic to your mental or physical…,1
51,RT @TruehopeEmpower: 10 nutritional deficiencies that may cause depression https://t.co/NIfvlPlDQM #Mentalhealth #Nutrition,-1
52,RT @lifeaseva: Depression is diagnosed by a doctor and can be helped. Its not a sad twitter joke. Its not a relateable tweet. Stop joking a…,-1
53,"RT @PudseyLabour: I am delighted to pledge support for people with mental health problems, in line with Mind's manifesto:... https://t.co/W…",1
54,RT @goghld: Why did I just moan https://t.co/YNi3BLQG1j,1
55,RT @dodo: Cletus the rescue dog has anxiety and so many health issues — but his new parents know exactly how to calm him down. https://t.co…,-1
56,Depression cure? Taking THIS every day could help symptoms https://t.co/KqaR3CtVfL,1
57,@DannyJamesBlake Its very scary to drive. I think I will only learn if I will finally cure my anxiety: (,-1
58,RT @broken: don't like the way i deal with my depression? dial 1-800-idc,-1
59,"RT @_Resuki_: ""Come and watch the skinny kid with a steadily declining mental health, and laugh as he attempts to give you what he cannot g…",-1
60,"RT @SELFmagazine: @CW_Riverdale star @lilireinhart: Yes, depression can affect seemingly 'perfect' people: https://t.co/nj3bohnKIU https://…",1
61,"Hmmm i had been suffering from Adulthood for too long, someone give me meds for it plis https://t.co/vEUytnNuWR",-1
62,Depression is feeling like an elephant is sitting on your chest and not being able to breathe,-1
63,RT @indiansinner: depressed teens go into their adult years living with depression and never getting help because they don't know any… ,1
64,RT @clayfeathers: Melania Trump Questions Kathy Griffin’s Mental Health After Trump Beheading Photo #ThursdayThoughts  https://t.co/Yep2g59…,-1
65,"RT @RockSolidCross: Cast all your anxiety on Him because He cares for you. 
1 Peter 5:7 https://t.co/k8AvITuSuT",1
66,I have had ZERO anxiety since I got to the beach house. Tonight's our last night and that missing anxiety has returned with a vengeance.,-1
67,"RT @healthgovau: Anxiety can affect your ability to concentrate, sleep &amp; perform daily tasks. For more info, visit… ",0
68,@aff_ab @dinossavs eu to numa fase complicada para acertar coisas(depression) mas prfv segura na minha mão pq dá certo,-1
69,RT @LogicsFanpage: Only the real fans got emotional when they saw this. Anxiety is a real thing and just know you're not alone! �?… ,1
70,"Approved Mental Health Professional - Older Peoples Service - Holmfirth - Military/Emergency/Government
Job... https://t.co/HyXjeNKBv1",0
71,The anxiety over a game is finally back. I'm nervous about the NBA finals,-1
72,"3) i get really bad anxiety attacks about what others think of me, I also panic that I seem overly clingy/annoying to my loved ones a lot...",-1
73,@VolfMech Totally agree with this statement. The use of the word 'depression' is thrown around so much that it's re… https://t.co/zOyItWp29I,-1
74,19 Problems Only Happy People With Depression Understand https://t.co/6YMq1mmoTM,-1
75,Preach ! https://t.co/Sz3XAVTGba_,1
76,Tonight has been horrible with my anxiety being through the roof.,-1
77,Also PK's giving me anxiety and I can NOT watch them,-1
78,@lechatmalefique I don't think so; in the mornings my anxiety hasn't had time to warm up yet :p,-1
79,@IyanlaVanzant pray for my mother that she will no longer see herself as a failure...and get out of her depression and back into life thx,1
80,Abortion causes an increase in the risk of pre-term births in next pregnancies. And mental health risks. Suicide increases 6x.,-1
81,"Anxiety: hi
Me: not right now 😑",-1
82,"RT @heylandsberg: I don't know 1 person with depression who doesn't feel a debilitating loss of self esteem. 
Knowing that others feel it h…",-1
83,RT @HogwartsMaglc: Everything about Harry Potter that I see now just makes me so nostalgic. Forever suffering from Post Potter Depression.…,-1
84,"Here's a great idea, hear me out: find a person who has depression. Tell them to kill themselves for trying to apologise. Watch them obey.",-1
85,"@chrisbrown  Anxiety to watch this documentary. Just like me, Team Breezy expects him to pass the Brazil 🇧🇷�?� https://t.co/DGassLUnx4",1
86,RT @DaiDai_TheGoon: men are so trash. this the reason i get hella anxiety walking through groups of guys. y'all like some damn vultures htt…,-1
87,"RT @AnEndToSuicide: Dear parents,

Mental health &gt; Grades.

Dear schools,

Mental health &gt; Grades.

Dear society, 

Mental health &gt; Grades.",1
88,"RT @JediASU: ASU saved my life.
Literally.
Helped me recognize my depression, to get help, to be successful, to graduate.
Foreve… ",1
89,Finals anxiety is currently at infinity.,-1
90,RT @jennkuchenbrod: Lmk when my anxiety is going to stop ruining my life,-1
91,"RT @belleg96: ""That's the funny thing about anxiety;  you weren't entirely sure if you were real or if anything around you was, either."" #S…",1
92,"Wisest words I've heard don't allow your depression to control your life, you control the depression.  It's hard but possible most days",1
93,Thank you to Cox North psychological department for raising money for mental health awareness month!! We are... https://t.co/4SiXWA3nyo,1
94,RT @barbhaynes: The n-word was scrawled on LeBron James' house and a noose was left in the Museum of African American History. Must be econ…,0
95,"#depression  #scenario 

 https://t.co/QyhJuheuxk",-1
96,breaking news; I use my depression as a crutch to be an asshole because I ignore mundane people,-1
97,RT @J_Titialii: My crippling depression https://t.co/uobZKsm2ud,-1
98,"PTSD ISN'T about WHAT'S WRONG with you. It's about WHAT HAPPENED to you. 
https://t.co/5qmENbauxD https://t.co/fm0FWLcxll",-1
99,RT @PatcohenNYT: Why is a below-average jobless rate still causing above- average anxiety: no security and stability.  https://t.co/jbSCbQ8…,1
100,RT @McMurphysMinion: CC: .@RodneyDavis .@GovRauner .@RepLaHood #ProtectOurCare #ILSaveACA #Iamapreexistingcondition b/c I have Depressio… ,-1
101,It all started with 1 problem which is DEPRESSION then it turned into 99 problems each one is worse than the other,-1
102,Woman with extreme #anxiety once saw her memory RESET every day https://t.co/PlBJoA7veu #ect #psychiatry #Mentalhealth #misdiagnosis,-1
103,@anaeun_ sorry it's just another word for shaking. yeah it's probably anxiety,1
104,RT @TheGoogleFactz: Art against depression https://t.co/jwaShXB5bu,1
105,damn straight boi https://t.co/QoFV7BpimT,-1
106,10b) I have a lot of positive associations with WoW because it kept me happy and focused at a time when my depression was at its worst.,1
107,"RT @Iipglock: From: depression 
to: me https://t.co/Ao1NxJGHCn",-1
108,"@Sunovion 
Proud Sponsor of ""The Art of Recovery"" 
#Patients 
Jay Couture, CEO/Executive Director, Seacoast Mental… https://t.co/XRVabYGWzg",-1
109,well I can relate. ive been suffering from depressi... — Yeah I have manic depression there are a lot of iss... https://t.co/oF8S9llou6,-1
110,RT @memetribute: me trying to better my mental health https://t.co/roAxNDwIbE,-1
111,RT @ImpactADHD: These unexpected things help people struggling with anxiety RELAX! https://t.co/lLvaNDCzUz https://t.co/X8mk6jemN8,1
112,#Mobile Phone Separation Anxiety Is Real and It's Getting Worse https://t.co/J6HygWRu5f via @dlavenda #marketingtrends,-1
113,"RT @hoecry: Ur wcw sleeps for 8+ hours at night and still takes a fat depression nap when she gets home. It's me, I'm ur wcw",-1
114,"Mañana regreso a la universidad. Mañana comienzo clases. Mañana comienzo lo que había decidido dejar. Mi zen se derrumba, mierda. #anxiety",-1
115,"Dear Anxiety , 
If you ""love me"" how about you stop causing so much pain. 
Yours truly �?� https://t.co/jXn8UMFtS0",-1
116,All my mains (scribbled user is my depression acc) https://t.co/a2duWLEULe,-1
117,RT @ChiIIVlbes: mental health is a serious issue.,-1
118,"@crash_matrix Is that an issue where you are, or are you just saying Irish = anxiety? NYC = all the nationalities e… https://t.co/Pru030f4U6",1
119,�?: whenever my depression was really bad i used to vent to my dog about my problems but she doesnt sleep w me anymore bc she likes to stay +,-1
120,RT @ndemma_: still can't tell if the tears in my eyes are from the allergies or the depression https://t.co/HdCPgXqIEu,-1
121,@yehohkkae It's honestly best for your mental health. I on the other hand can't help myself...,-1
122,"RT @allouratoms: The most gender, sexuality, race, religion, mental health inclusive show quite possibly ever, and you bloody cancel it. Wh…",0
123,"RT @Fact: When someone tickles you, your laughter is actually a sign of panic, anxiety and nervousness.",0
124,RT @nicamora: finna be asleep in .6 seconds but why is it that creatives seem to experience depression the most,-1
125,"Assistant Program Manager Mental Health (Bangor, Maine) https://t.co/HWlnrgkDOR #mainejobs https://t.co/7t27bS13cC",0
126,"I wanna make a resolution to be visibly + unashamedly queer this month but i have a lot of anxiety around bein seen, as much as I want to be",-1
127,"Whew.

I needed to hear that.  Thanks, 8th grader wise beyond your years, and thanks HoNY. https://t.co/YBylAOJ9K6",1
128,Let go of stress and anxiety through meditation. Begin to change your life for the better today with Minus Method™ https://t.co/xPZuIEE5iF,-1
129,RT @iGasup_hoes: Me looking for the culprit of my anxiety and depression when I'm the person who cause it https://t.co/euqrHRD2bw,-1
130,"RT @Alimak_P: From @uoftmedicine @UofTMedDean: ""Can we talk about physician mental health?"" https://t.co/GpeQlXe5Im",0
131,@EthanDolan @GraysonDolan can relate https://t.co/nTjbOgk8GW,-1
132,"RT @itsashlyperez: Today my therapist told me the anxiety I'm experiencing is called ""Adulthood""",1
133,RT @johnastoehr: @drvox 11. Maybe Democrats didn't understand the economic anxiety of the white working class or their alienation fr… ,0
134,RT @Joyous184: #BH365 https://t.co/X5dqIlBW1e,0
135,RT @benhtml: who needs mental health when you can crack a cold one open with the boys,0
136,Why are mental diseases and depression so glorified?,-1
137,He owned the heart of paradise 💖 https://t.co/VubVuZWJqz,1
138,"RT @sofaritsian: the 1975 at MSG tomorrow is the biggest stan twitter meetup ever it's the equivalence of the grammy's, my anxiety is shaki…",-1
139,When you realized you been suffering from depression for years,-1
140,RT @Duaaayy: @Rubab023 @Hamayil____ @WaseemBadami mai khud seedhe hone ki khoshish krti hoon depression hone nahi deti:)) but I'… ,-1
141,Oh my god @peeanofreek @Hawillisdc https://t.co/t220NtxS5I,-1
142,RT @morganriIey: Your WCW is a piece of shit who takes 6 depression naps a day. She also pushes away everybody who cares about her. It's me…,1
143,"i guess this is what depression is like for me? i kinda just, disappear into a well of pointless introspection and self-scrutiny, wth the -",1
144,Fight Your Depression Battle With These Helpful Tips - https://t.co/Ll4EFCrjE2,1
145,"@jack American isolationism has occurrd before, during earlier 20th century/depression era.  
its a symboloc act of inward looking retreat",1
146,It's About Time You Tried A Grounding Practice For Your Anxiety https://t.co/z9wWHW04px #digdeep #Mindfulness https://t.co/HSidwFvFHx,1
147,Yeah snapchat really isnt helping my whole mental health situation,0
148,😭😭😭😭adorable https://t.co/Ij1o9SnaU6,1
149,"RT @BrittApplegate: Listen, a job can lead to depression, anxiety, all of that. Your health comes first. #NotAlwaysWorthIt https://t.co/3os…",-1
150,"Ever hit that point of depression where you're too sad to leave the house to do stuff, and it makes you more sad, and it cycles? Bc same.",-1
151,maybe if I become emotionally attached to my anxiety it'll leave me too,-1
152,RT @Channy_Buckets: Anxiety in a picture 😂😂 https://t.co/Jrb7mUNYLj,-1
153,"Recession is when a neighbor loses his job. Depression is when you lose yours.
Ronald Reagan",-1
154,When u already have crippling anxiety&amp; @aayyyy10 mentions that someone placed a bomb in this theatre earlier this year. I feel so calm,-1
155,"Depression,Anxiety,Obsessive-Compulsive Disorder...It never gets better...",-1
156,RT @king_imbo: I'm a chill person with a lot of anxiety,-1
157,"i mean, this isnt even in relation to strangers, but friends. the former i can justify by social anxiety but...what dyou mean ur afraid of",0
158,"The three biggest things that calm my anxiety are food, deep breathing and the Office.",-1
159,@Kyle1092 im more or less trying to stop depression naps but yes thank you friend.,0
160,RT @SkypeTherapist: Don't be a prisoner of recurrent #anxiety. It is a habit that can be changed through #Mindfulness #Therapy.… ,-1
161,RT @lindsaygholmes: Men are far less likely to speak up about mental health. These public figures are helping to change that. https://t.co/…,1
162,"RT @mernaangry: ur wcw sets her dreams n goals but does nth to achieve them bc her depression is taking over her life, its me, im ur wcw",1
163,"Your cup of coffee and this post on my blog: Mental Health Resources: Gratitude Worksheet.
https://t.co/Xqj8zCufix https://t.co/FiyYgGXscS",0
164,@JammieWF Someone freaking out about this is prone to panic attacks and anxiety? No way!,1
165,"RT @melzster: To VIPs, its okay to take a break from Kpop for awhile now, nobody will blame you. Your own mental health is the most importa…",0
166,"RT @pressure: depression never arrives alone

it brings along its friends: despair, self-injury and suicide

depression is the invisible pl…",-1
167,"How to Calm Our Anxious Selves | World of Psychology 

#MentalHealth #Anxiety #Stress #ThursdayThoughts… https://t.co/9aFbXlEp8H",0
168,LISTEN: @blackferns player @rubytui explains the importance of athlete mental health on WISP WORLD NZ… https://t.co/1cK22b9pq0,1
169,RT @cpcab: BACP warn that counselling is at 'real risk' of being downgraded or removed from NICE “Guidelines for Depression�?: https://t.co/…,-1
170,#PremierDental Does Your Child Have Dental Anxiety? You Can Help!. Read Blog: https://t.co/6DD8jxj9rS,1
171,"Kind sweet people,poor little chap dumping such a sick little doing. How cruel but kindness will out. https://t.co/5YSEXI6m1L",0
172,"RT @ImmaBlessing_: 😭😂😂😂😂 I didn't see it, send me some link or the video https://t.co/2OtAkDf97e",0
173,"If you’ve never suffered from #depression, it’s hard to understand.its impact on my #marriage https://t.co/4FIbG7nI3m via @harpersbazaarus",-1
174,y'all it's me https://t.co/AJjFWK4B88,0
175,@WaseemBadami bhai ny apka question poocha hai 😄 https://t.co/xEtgrPJfx6,0
176,"RT @unusualfactspge: Sleeping next to someone you love not only reduces depression, but it also helps you to live longer and makes you fall…",0
177,anyways TL topic is depression and I'm comfortable in who I am and it's jarring having to hear shit like this every… https://t.co/vyFk7hGuqd,-1
178,My anxiety is ruining my life 🙃,-1
179,gonna focus on myself for a little bit fuck my depression and hoe ways,-1
180,"RT @ACA_CTOnline: Our June cover story: Managing #anxiety, the most common mental illness in the United States https://t.co/uvSXrG9eCf",1
181,AB1361 [Engross] Veterans' homes: services: complex mental and behavioral health needs. https://t.co/DpBey5fw3R,-1
182,"@SenatorIsakson @SenAlexander @SenBobCorker Please do your constituents a favor and get your hearing and mental health evaluated, Senator.",1
183,RT @WotherspoonT: A pleasure to join with community for a Ramadan Iftar Dinner focused on mental health hosted by @IDIRegina along wi… ,1
184,Realized I can't do bumper carts or go-karts anymore. Too much anxiety 🙅�?�,-1
185,RT @MaxineStyle: @drjonesaa @GraymF1 @jeremycorbyn @briangukc @chunkymark @willcpowell @JulieJa24986365 @ashkarmstrong @PennyHollick… ,0
186,My life. At the end of the day y'all can fuck off. lol https://t.co/XBdAU0y7p9,0
187,RT @subtextfantasy: honestly bob's burgers cured my depression,-1
188,The wisdom. This is a word. https://t.co/mIGKcSQzk6,1
189,I'M DYING https://t.co/x2ktqBNtgS,-1
190,adulting= anxiety you feel when the person next to you on a plane is paying for wifi to check email &amp; ur drinking wine listening to Kendrick,-1
191,"@EmmanuelMacron The American people are with you,,#donthecon is a Russian puppet,,with mental health issues https://t.co/TlJ5drxR3r",1
192,"SAP tackles indirect access 'anxiety', updates corporate pricing and licensing ZDNet https://t.co/2bBxlmsfGi https://t.co/e64seyO2Vv",-1
193,depression: surprise bitch,-1
194,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/47neChCND2,1
195,"3 all-natural ways to dial-down your anxiety before an audition. # #ActingLife
https://t.co/yDoKpix0WX https://t.co/RZ3yyqH2vO",-1
196,@SpringAwakeFest This schedule gives me anxiety lol 😳,-1
197,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/7K9LpOvmN8,1
198,@MHATPolicy @GovAbbott @MHATexas Proud to Joint Author! Thank you @NicoleCollier95. Great mental health legislation… https://t.co/Ktxd3cVV2e,1
199,"RT @MonicaBrighton: this is the 3rd time in 100 years that all 3 branches are Republican. 1st caused the Great Depression, 2nd caused the G…",-1
200,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/tPV0LokLpm,-1
201,RT @WMS_Apaches: WCS teachers and admin take a course in Mental Health First Aide by MHA of Wabash County.  Kids first even in summe… ,1
202,RT @Jniewalker: มินย้อ�?ถามซอฮยอนว่า depression �?ปลว่าอะไร น้อง�?็พิมพ์ตอบให้ ละนัง�?็�?บบ อู้วว ชเวซอฮยอนนน~~ ละ�?็บอ�?ว่าเนี่ยซอฮยอนเคย… ,-1
203,so apparently my theme this summer is gonna be: depression,-1
204,"RT @rickygervais: For every tweet/retweet using #BellLetsTalk, Bell will donate 5¢ to Canadian mental health initiatives.",1
205,"RT @OfficialChunter: 3 all-natural ways to dial-down your anxiety before an audition. # #ActingLife
https://t.co/yDoKpix0WX https://t.co/RZ…",-1
206,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/vwHqZ1EKKA,-1
207,Dont call em https://t.co/SuikD0bpsv,0
208,@SammRuger @MCD_MiamiValley I only have $.99 😔 guess I have to have crippling depression forever,-1
209,@AnnaKennedy1 @TheresaMay_MP @jeremycorbyn @timfarron We feel that Labour will create a more caring &amp; fair society… https://t.co/lqubzwfFQj,1
210,"Retweeted WMS_Apaches (@WMS_Apaches):

WCS teachers and admin take a course in Mental Health First Aide by MHA of... https://t.co/cVdS3U1VSz",0
211,"(And hey, speaking as somebody who has suffered from anxiety for a while, I can assure you is not that much of a deal to get over it).",1
212,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/DAUdpyQYjS,-1
213,I have social anxiety and will sometimes avoid totally normal things I have to do if it involves having to initiate a conversation,1
214,RT @schoolfession: When someone says 'don't be anxious' and your anxiety is cured https://t.co/C0W7WfAFCO,-1
215,I definitely definitely definitely have anxiety issues because of my weird parents,-1
216,Fking anxiety bruh,-1
217,This slump of depression has reduced me to a couch potato,-1
218,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/M6DpZCSlQV,-1
219,"RT @x20vr_: People tell me depression is temporary
It's been 23 years and im still waiting for that temporary to be over",-1
220,"and since i missed uprising and the cool event skins, i'm depression.",-1
221,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/MbhZvu328h,-1
222,RT @sosadtoday: it's my depression and i'll do what i want with it,-1
223,RT @_kaycolee_: You attract the energies you put out! https://t.co/LwJlp0COd5,0
224,"ha ha thank you father, i now know that your political views are more important than my mental health and well-being",1
225,@Daily_Express What a load of s**t it takes a lot to omit to your mental health issues it's not something you use l… https://t.co/xY9Any1Cup,-1
226,RT @jessiesantoss: if i experience crippling depression and social anxiety imma make it look seeexy,-1
227,"@Nerdyplatypus I do read all the stuff! THANKS, ANXIETY. But so far none of them have a handy table indicating that 100mg = wine x2.",0
228,"Haven't seen Liza in 2 days. By my calculations, my separation anxiety started yesterday.... 🤔",-1
229,Combating feelings of #depression and #loneliness? Check out this video. https://t.co/VJzhb9Ly8U,-1
230,RT @lifeaseva: It isn't easy to get over mental health issues but finding people who understand you and identifying yourself is the first s…,1
231,RT @gloriagordon648: Visit us today to kick depression in the face. https://t.co/P3Fp3Gc3Vw https://t.co/5hFmPOktay,1
232,RT @vic218: I wish every single person could see this. Can we raise awareness for anxiety and mental health please? �?�?�💜 https://t.co/vK3vkv…,1
233,Dr. Luz Towns Miranda's mission? To make mental health stigma for moms a thing of the past. @ltmphd #GlobalMoms #JNJ https://t.co/WB8iWTSkfO,-1
234,my anxiety is high af because of saturday,-1
235,"الصحة Health (هيلث)
العقلية Mental (مينتل)
تعلم Learn (ليرن)
النسيان forgetting(�?ورقيتنق)
عاط�?ية Emotional (ايموشون… https://t.co/oPkJBI3a5Z",-1
236,@wesellmoney @BookMusicArtist @Musicbookpro @Jilliemary @JanetNestor @MediBasket @FightForYourDX @TheRebelPatient… https://t.co/HJD2NkGYXj,0
237,"But no my physical &amp; mental health isn't as important as ""my future husband wanting kids and not being able to because of the surgery"" 🙃",1
238,"I hate living with my sister 
My anxiety is acting so badly rn lmaO",-1
239,"RT @jbakken2015: ur wcw takes 3 depression naps a day, worries about nothing and eats everything in sight, it's me, im ur wcw",-1
240,How to cope with anxiety - https://t.co/yd4l2fb6Ch,-1
241,@torosenjo Haha thanks for being so nice. For now I'll just try to not get hurt and fall in depression again :),-1
242,@GortonMP @worldwearyguy @georgegalloway @EvaSoumble Understand you now. Using mental health as pure opportunism to… https://t.co/UtXGk1gfu4,1
243,RT @whosmaddyrose: I'm about to take my second depression nap of the day,-1
244,depression starts at 00:00 https://t.co/ARECJ0qWth,-1
245,RT @SpoonieRoomies: @wesellmoney @BookMusicArtist @Musicbookpro @Jilliemary @JanetNestor @MediBasket @FightForYourDX @TheRebelPatient… ,0
246,"@KensingtonRoyal @BarackObama Thank you, both, for emphasizing mental health needs.",1
247,"(Yeah, because society hates women.) More than 1/3 of teenage girls experience depression... - The Washington Post
https://t.co/2eYtpHWWKY",1
248,😢💞 https://t.co/U6zsdvUSwP,0
249,@TheoDoesArt @KingofCrybabys @TIHYDP I still have my doubts about them actually having broken up at any point before the anxiety attack.,-1
250,RT @SGouater: Le suicide coe la depression ne st pas issus d'une culture. Les maux psychiatriques et psychologiques attribués aux… ,-1
251,RT @Essence: Tips for Black women who think your job may be leading to depression: https://t.co/zCt0B1AGN1 https://t.co/L9lJPlcSgg,-1
252,Painting has been helping my anxiety so much and watercolors are fun af. I love mixing acrylics more cuz it soothes me but still fun🙃🙃🙃,1
253,When you constantly #worry about the future you cannot possibly enjoy your #NOW https://t.co/XDVFXsi6zx #fear #depression #anxiety #growth,-1
254,"RT @veganelff: RT if you're a vegan and your B12, Omega 3 and vitamin D levels are perfectly fine https://t.co/CLro4NsDLu",0
255,Not trying to be dramatic or anything but talking about personal finances gives me a level of anxiety and nausea to combat finals week.,-1
256,"RT @TheGreatIsNate: PAY ATTENTION. 

To extra credit, shady people, career opportunities, your physical AND mental health, and free foo… ",0
257,RT @gutsin8mm__: Ahh the holiday anxiety had begun already,-1
258,RT @IgnorantEdema: The survey looks at how perceived race &amp; gender inequality has an effect on mental health at work. Please do the survey…,1
259,"RT @Javssxx: Your wcw gets hit with anxiety when you ask her what she wants to eat, it's me, I am your wcw.",-1
260,The anxiety is real right now �?,1
261,This post is about something that we all deal with at some point or another: anxiety. Anxiety is a completely... https://t.co/4JK1a3KHky,-1
262,"RT @LearnEnglish9: الصحة Health (هيلث)
العقلية Mental (مينتل)
تعلم Learn (ليرن)
النسيان forgetting(�?ورقيتنق)
عاط�?ية Emotional (ايموشون… ",-1
263,RT @PSUWorldCampus: Reduce everyday stress and anxiety through these guided #meditation videos courtesy of @penn_state's Kami Dvorakova… ,1
264,@RealDeniseWelch Don't you agree? https://t.co/0VRofmQmJz,1
265,RT @korinamaiya: This video gives me so much anxiety https://t.co/occJYd1WFP,-1
266,"RT @Indraji81820781: @EmmanuelMacron The American people are with you,,#donthecon is a Russian puppet,,with mental health issues https://t.…",1
267,what are your opinions on lego crippling depression blossom @WooflyWaffles @Saxa_san @1greg7YT https://t.co/hoqgZJT57z,-1
268,RT @botanical: He spent two years planting thousands of scented flowers for his blind wife to smell to help with her depression https://t.c…,1
269,Creating is beautiful but we never get back the advice we need to receive https://t.co/SthbtCPjkU,1
270,my anxiety needs to chill rn ugh.,-1
271,damn anxiety can be so crippling,-1
272,RT @siptuhealth: SIPTU secures agreement on payment of community allowance to mental health nurses https://t.co/acGxj8m95N https://t.co/34y…,1
273,"RT @NC3Rs: View our video tutorial on mouse handling methods to minimise stress and anxiety, created by researchers @livuniIIB… ",1
